(1, 1),0
(1, 2),0
(1, 3),0
(1, 4),0
(1, 5),109820
(1, 6),148132
(1, 7),0
(1, 8),0
(1, 9),0
(1, 10),0
(1, 11),0
(1, 12),0
(1, 13),0
(1, 14),0
(1, 15),0
(1, 16),0
(1, 17),0
(1, 18),0
(1, 19),0
(1, 20),0
(1, 21),0
(1, 22),0
(1, 23),0
(1, 24),1223
(1, 25),0
(1, 26),0
(1, 27),0
(1, 28),0
(1, 29),82687
(1, 30),0
(1, 31),9121
(1, 32),11653
(1, 33),0
(1, 34),0
(1, 35),1462
(1, 36),939114
(1, 37),952060
(1, 38),111721
(1, 39),0
(1, 40),366122
(1, 41),83366
(1, 42),524
(1, 43),0
(1, 44),0
(1, 45),0
(1, 46),0
(1, 47),0
(1, 48),0
(1, 49),0
(1, 50),0
(1, 51),0
(1, 52),0
(1, 53),0
(1, 54),0
(1, 55),0
(1, 56),0
(1, 57),0
(1, 58),0
(1, 59),0
(1, 60),0
(1, 61),0
(1, 62),0
(1, 63),0
(1, 64),601
(1, 65),0
(1, 66),468
(1, 67),60762
(1, 68),980006
(1, 69),1633123
(1, 70),148826
(1, 71),1784250
(1, 72),36743
(1, 73),108070
(1, 74),650329
(1, 75),772256
(1, 76),334962
(1, 77),8059
(1, 78),173229
(1, 79),6515
(1, 80),1832195
(1, 81),602681
(1, 82),687
(1, 83),0
(1, 84),15432
(1, 85),0
(1, 86),0
(1, 87),0
(1, 88),0
(1, 89),0
(1, 90),3204
(1, 91),0
(1, 92),0
(1, 93),0
(1, 94),0
(1, 95),0
(1, 96),0
(1, 97),0
(1, 98),0
(1, 99),0
(1, 100),0
(2, 1),0
(2, 2),0
(2, 3),0
(2, 4),0
(2, 5),0
(2, 6),15090
(2, 7),3313
(2, 8),0
(2, 9),0
(2, 10),0
(2, 11),0
(2, 12),0
(2, 13),0
(2, 14),0
(2, 15),0
(2, 16),0
(2, 17),0
(2, 18),21635
(2, 19),0
(2, 20),0
(2, 21),0
(2, 22),0
(2, 23),3218
(2, 24),41531
(2, 25),835271
(2, 26),0
(2, 27),0
(2, 28),0
(2, 29),2430
(2, 30),0
(2, 31),0
(2, 32),5001
(2, 33),0
(2, 34),601
(2, 35),109146
(2, 36),0
(2, 37),0
(2, 38),1304
(2, 39),0
(2, 40),6278
(2, 41),0
(2, 42),0
(2, 43),0
(2, 44),0
(2, 45),0
(2, 46),0
(2, 47),0
(2, 48),0
(2, 49),0
(2, 50),0
(2, 51),0
(2, 52),0
(2, 53),0
(2, 54),0
(2, 55),0
(2, 56),0
(2, 57),0
(2, 58),0
(2, 59),0
(2, 60),0
(2, 61),10238
(2, 62),0
(2, 63),0
(2, 64),2848
(2, 65),0
(2, 66),55676
(2, 67),28979
(2, 68),275002
(2, 69),438307
(2, 70),1238374
(2, 71),1716020
(2, 72),1050854
(2, 73),445754
(2, 74),1025840
(2, 75),997937
(2, 76),346969
(2, 77),200172
(2, 78),183362
(2, 79),142745
(2, 80),973279
(2, 81),0
(2, 82),28083
(2, 83),0
(2, 84),1
(2, 85),0
(2, 86),0
(2, 87),0
(2, 88),0
(2, 89),0
(2, 90),0
(2, 91),0
(2, 92),0
(2, 93),0
(2, 94),0
(2, 95),353
(2, 96),0
(2, 97),0
(2, 98),0
(2, 99),0
(2, 100),0
(3, 1),0
(3, 2),0
(3, 3),0
(3, 4),0
(3, 5),0
(3, 6),0
(3, 7),0
(3, 8),0
(3, 9),43203
(3, 10),0
(3, 11),0
(3, 12),0
(3, 13),0
(3, 14),0
(3, 15),0
(3, 16),0
(3, 17),0
(3, 18),602
(3, 19),103734
(3, 20),0
(3, 21),0
(3, 22),601
(3, 23),11276
(3, 24),0
(3, 25),0
(3, 26),0
(3, 27),0
(3, 28),0
(3, 29),0
(3, 30),0
(3, 31),0
(3, 32),0
(3, 33),0
(3, 34),0
(3, 35),8595
(3, 36),15287
(3, 37),0
(3, 38),0
(3, 39),0
(3, 40),0
(3, 41),0
(3, 42),3206
(3, 43),0
(3, 44),0
(3, 45),0
(3, 46),0
(3, 47),0
(3, 48),0
(3, 49),1783
(3, 50),0
(3, 51),0
(3, 52),0
(3, 53),0
(3, 54),0
(3, 55),0
(3, 56),0
(3, 57),0
(3, 58),0
(3, 59),0
(3, 60),0
(3, 61),0
(3, 62),0
(3, 63),23484
(3, 64),0
(3, 65),0
(3, 66),26426
(3, 67),14532
(3, 68),154364
(3, 69),482311
(3, 70),21886
(3, 71),235608
(3, 72),878122
(3, 73),690703
(3, 74),89133
(3, 75),1307636
(3, 76),1398915
(3, 77),1809909
(3, 78),583697
(3, 79),116806
(3, 80),193196
(3, 81),14
(3, 82),1827
(3, 83),0
(3, 84),0
(3, 85),0
(3, 86),0
(3, 87),0
(3, 88),0
(3, 89),0
(3, 90),0
(3, 91),0
(3, 92),0
(3, 93),0
(3, 94),0
(3, 95),0
(3, 96),0
(3, 97),0
(3, 98),0
(3, 99),0
(3, 100),0
(4, 1),0
(4, 2),0
(4, 3),0
(4, 4),0
(4, 5),0
(4, 6),0
(4, 7),0
(4, 8),17535
(4, 9),0
(4, 10),0
(4, 11),0
(4, 12),0
(4, 13),0
(4, 14),0
(4, 15),0
(4, 16),0
(4, 17),0
(4, 18),46082
(4, 19),331081
(4, 20),0
(4, 21),0
(4, 22),8629
(4, 23),0
(4, 24),3006
(4, 25),0
(4, 26),0
(4, 27),0
(4, 28),603
(4, 29),0
(4, 30),0
(4, 31),0
(4, 32),0
(4, 33),0
(4, 34),0
(4, 35),2717
(4, 36),1805
(4, 37),0
(4, 38),129800
(4, 39),67392
(4, 40),0
(4, 41),0
(4, 42),1286
(4, 43),0
(4, 44),0
(4, 45),0
(4, 46),77570
(4, 47),0
(4, 48),0
(4, 49),0
(4, 50),0
(4, 51),0
(4, 52),9955
(4, 53),0
(4, 54),0
(4, 55),0
(4, 56),0
(4, 57),0
(4, 58),0
(4, 59),0
(4, 60),0
(4, 61),0
(4, 62),0
(4, 63),15031
(4, 64),0
(4, 65),206
(4, 66),0
(4, 67),14132
(4, 68),7723
(4, 69),17871
(4, 70),2526
(4, 71),4175
(4, 72),1000910
(4, 73),408917
(4, 74),96022
(4, 75),987655
(4, 76),47363
(4, 77),917232
(4, 78),316509
(4, 79),772475
(4, 80),0
(4, 81),0
(4, 82),41424
(4, 83),0
(4, 84),0
(4, 85),0
(4, 86),0
(4, 87),0
(4, 88),0
(4, 89),0
(4, 90),0
(4, 91),0
(4, 92),0
(4, 93),0
(4, 94),0
(4, 95),0
(4, 96),0
(4, 97),0
(4, 98),0
(4, 99),0
(4, 100),0
(5, 1),0
(5, 2),0
(5, 3),507
(5, 4),287
(5, 5),0
(5, 6),0
(5, 7),0
(5, 8),0
(5, 9),0
(5, 10),0
(5, 11),0
(5, 12),0
(5, 13),0
(5, 14),0
(5, 15),105883
(5, 16),0
(5, 17),914
(5, 18),38034
(5, 19),0
(5, 20),0
(5, 21),0
(5, 22),0
(5, 23),0
(5, 24),0
(5, 25),0
(5, 26),0
(5, 27),0
(5, 28),0
(5, 29),0
(5, 30),0
(5, 31),0
(5, 32),0
(5, 33),32782
(5, 34),12954
(5, 35),401702
(5, 36),0
(5, 37),94989
(5, 38),422918
(5, 39),161241
(5, 40),0
(5, 41),0
(5, 42),0
(5, 43),723
(5, 44),0
(5, 45),0
(5, 46),0
(5, 47),298
(5, 48),0
(5, 49),0
(5, 50),0
(5, 51),0
(5, 52),0
(5, 53),0
(5, 54),0
(5, 55),0
(5, 56),0
(5, 57),0
(5, 58),0
(5, 59),0
(5, 60),0
(5, 61),0
(5, 62),127
(5, 63),495
(5, 64),0
(5, 65),0
(5, 66),0
(5, 67),0
(5, 68),1296016
(5, 69),197454
(5, 70),12534
(5, 71),72413
(5, 72),386653
(5, 73),72464
(5, 74),501753
(5, 75),826535
(5, 76),166552
(5, 77),48296
(5, 78),0
(5, 79),0
(5, 80),26070
(5, 81),0
(5, 82),0
(5, 83),0
(5, 84),1980
(5, 85),0
(5, 86),0
(5, 87),3528
(5, 88),0
(5, 89),0
(5, 90),0
(5, 91),0
(5, 92),0
(5, 93),0
(5, 94),0
(5, 95),0
(5, 96),0
(5, 97),0
(5, 98),0
(5, 99),0
(5, 100),0
(6, 1),0
(6, 2),0
(6, 3),0
(6, 4),0
(6, 5),0
(6, 6),0
(6, 7),309
(6, 8),458720
(6, 9),0
(6, 10),0
(6, 11),0
(6, 12),0
(6, 13),15416
(6, 14),0
(6, 15),245
(6, 16),0
(6, 17),37950
(6, 18),0
(6, 19),0
(6, 20),0
(6, 21),0
(6, 22),0
(6, 23),0
(6, 24),0
(6, 25),0
(6, 26),0
(6, 27),0
(6, 28),0
(6, 29),0
(6, 30),0
(6, 31),0
(6, 32),0
(6, 33),0
(6, 34),0
(6, 35),0
(6, 36),0
(6, 37),0
(6, 38),1344770
(6, 39),0
(6, 40),0
(6, 41),5970
(6, 42),0
(6, 43),0
(6, 44),0
(6, 45),0
(6, 46),3860
(6, 47),0
(6, 48),0
(6, 49),3160
(6, 50),680
(6, 51),0
(6, 52),0
(6, 53),0
(6, 54),0
(6, 55),0
(6, 56),0
(6, 57),0
(6, 58),0
(6, 59),0
(6, 60),0
(6, 61),0
(6, 62),12366
(6, 63),3974
(6, 64),883
(6, 65),0
(6, 66),0
(6, 67),7116
(6, 68),1465
(6, 69),173621
(6, 70),2532861
(6, 71),203482
(6, 72),16196
(6, 73),17025
(6, 74),83612
(6, 75),29079
(6, 76),72640
(6, 77),0
(6, 78),11774
(6, 79),0
(6, 80),0
(6, 81),0
(6, 82),10171
(6, 83),774
(6, 84),0
(6, 85),0
(6, 86),0
(6, 87),0
(6, 88),0
(6, 89),0
(6, 90),0
(6, 91),0
(6, 92),0
(6, 93),0
(6, 94),156
(6, 95),0
(6, 96),0
(6, 97),0
(6, 98),0
(6, 99),0
(6, 100),0
(7, 1),0
(7, 2),0
(7, 3),0
(7, 4),0
(7, 5),0
(7, 6),0
(7, 7),7468
(7, 8),63
(7, 9),2744
(7, 10),0
(7, 11),0
(7, 12),0
(7, 13),0
(7, 14),0
(7, 15),0
(7, 16),5936
(7, 17),122130
(7, 18),1046506
(7, 19),10610
(7, 20),0
(7, 21),591417
(7, 22),0
(7, 23),0
(7, 24),0
(7, 25),0
(7, 26),0
(7, 27),0
(7, 28),0
(7, 29),0
(7, 30),0
(7, 31),0
(7, 32),0
(7, 33),0
(7, 34),0
(7, 35),0
(7, 36),0
(7, 37),83964
(7, 38),29815
(7, 39),0
(7, 40),0
(7, 41),0
(7, 42),0
(7, 43),0
